Year,Month,Segment,Country,Units_Sold,Gross_Sales,Profit
2014,November,Home Office,Canada,2181,220007.46,25908.5
2014,January,Consumer,Australia,4073,783184.96,165688.25
2013,September,Small Business,India,4384,192174.1,18949.86
2014,July,Small Business,Canada,2843,313732.22,53639.27
2014,July,Consumer,Australia,4209,107954.9,11931.29
2013,November,Consumer,India,4931,159832.27,29717.02
2014,June,Corporate,Australia,574,48611.49,11567.85
2014,October,Home Office,India,2549,353026.72,29552.51
2014,July,Corporate,USA,3604,156733.37,30990.19
2014,December,Home Office,Germany,3554,691806.47,44772.02
2013,June,Consumer,Australia,1979,319313.1,66244.32
2014,April,Small Business,USA,1527,56242.16,3396.52
2014,February,Consumer,India,4399,664610.69,118755.86
2013,April,Small Business,Canada,1566,207706.24,48106.02
2013,December,Small Business,India,3060,490255.26,47789.6
2014,April,Corporate,UK,970,41439.44,3788.38
2014,September,Home Office,USA,1206,41939.95,6825.76
2014,January,Corporate,USA,3387,175665.9,10494.31
2013,February,Consumer,Germany,1450,260161.31,39326.68
2014,September,Small Business,USA,2425,334083.72,34892.15
2014,February,Home Office,India,3846,673194.77,164953.77
2014,September,Corporate,Australia,1807,38776.17,7963.07
2014,February,Home Office,Canada,4803,172712.39,28385.63
2014,August,Corporate,UK,3862,453859.86,87721.8
2013,November,Home Office,USA,4315,793365.72,79857.99
2013,June,Home Office,Canada,1765,202198.05,27416.38
2013,May,Small Business,USA,2189,337422.16,50019.1
2013,February,Home Office,UK,1929,161040.72,21118.18
2013,August,Consumer,UK,2197,151042.17,15586.38
2013,August,Small Business,India,510,7056.63,1359.48
2013,September,Home Office,Australia,4326,284953.25,52620.26
2013,November,Corporate,USA,3080,487819.63,45743.0
2013,September,Corporate,Germany,1223,87718.95,16128.05
2014,January,Small Business,USA,2598,252319.13,61104.02
2014,May,Small Business,Canada,2359,242171.68,44654.16
2014,November,Consumer,India,4753,64213.9,4025.58
2014,July,Corporate,Australia,1212,55938.0,6770.26
2014,August,Consumer,Canada,1289,112419.84,24767.85
2013,March,Home Office,Australia,4311,574392.12,52199.39
2013,September,Corporate,USA,4298,63688.99,5474.43
2013,December,Small Business,India,2567,90956.53,20098.06
2013,November,Consumer,USA,3914,572811.07,37484.14
2013,August,Corporate,India,2914,411248.56,90266.56
2014,August,Home Office,Germany,4165,348455.88,62715.23
2014,November,Small Business,Germany,4213,696455.38,71761.83
2013,May,Corporate,Australia,2484,50115.65,8712.99
2014,February,Small Business,UK,2129,399314.06,25658.96
2014,February,Corporate,Canada,169,17817.85,3748.1
2014,February,Home Office,Canada,2496,464878.11,100567.84
2014,January,Consumer,Australia,575,50882.77,7437.24
2014,August,Consumer,India,1802,63210.12,12435.51
2014,March,Consumer,USA,813,97654.49,15682.09
2014,October,Home Office,Australia,491,64895.77,6985.12
2014,June,Corporate,Australia,2944,469918.34,24073.25
2014,November,Corporate,Germany,1009,87520.07,17904.83
2014,January,Consumer,Canada,4883,309500.31,51672.64
2014,March,Consumer,UK,4500,576034.16,132210.24
2014,June,Consumer,UK,151,28867.75,1714.22
2014,February,Corporate,Canada,3808,244519.55,14557.17
2014,August,Small Business,USA,1426,139465.16,11646.14
2014,August,Small Business,Canada,2350,316027.6,50600.06
2013,June,Corporate,USA,3353,551793.36,112303.66
2013,August,Corporate,UK,3877,415367.08,85112.39
2014,September,Corporate,USA,3763,470316.16,63835.36
2013,July,Home Office,USA,400,9294.97,769.07
2013,December,Consumer,Germany,2136,83060.2,10266.75
2014,October,Small Business,Canada,1455,217600.05,44425.14
2014,June,Small Business,Germany,4053,785824.74,186289.23
2014,April,Home Office,Australia,1735,28920.43,2289.78
2013,April,Home Office,Canada,1601,296386.86,29001.29
2013,March,Consumer,India,3747,462551.63,51390.18
2013,January,Corporate,Germany,2288,362618.11,72218.66
2014,January,Corporate,UK,3224,423229.22,47176.49
2014,March,Home Office,Germany,1736,62044.73,6243.3
2013,December,Corporate,Germany,4592,600910.95,80102.27
2014,July,Corporate,USA,1370,37330.24,5712.17
2013,May,Home Office,USA,4036,50510.89,3569.09
2013,March,Consumer,UK,1783,173193.01,34124.49
2013,May,Consumer,USA,4909,690497.75,61776.73
2014,October,Home Office,Germany,2447,298930.69,39399.39
2014,November,Small Business,Australia,4390,546383.23,43631.03
2013,July,Small Business,UK,1906,277745.14,57386.98
2013,May,Corporate,Germany,656,40025.8,9979.43
2014,December,Corporate,USA,709,16479.5,2123.23
2013,March,Consumer,Canada,2651,392048.92,22570.1
2014,June,Corporate,Australia,1941,34244.72,4232.22
2014,January,Home Office,Canada,571,55383.51,9920.77
2013,July,Consumer,USA,795,9974.86,1637.47
2013,June,Consumer,Canada,3725,464333.29,96995.55
2014,September,Home Office,Canada,3255,190615.63,24418.15
2014,November,Small Business,UK,3807,730518.98,152559.24
2013,October,Consumer,UK,673,124762.87,14321.65
2014,September,Small Business,India,4324,670119.27,103337.56
2013,September,Consumer,Australia,1010,37444.54,2284.39
2014,August,Corporate,Canada,3779,239144.35,27820.18
2013,June,Corporate,India,159,23158.46,4423.76
2014,September,Consumer,Australia,1199,31808.46,5588.31
2014,December,Consumer,Germany,4290,113887.98,14598.51
2013,November,Consumer,UK,1841,202846.49,37578.26
2013,February,Consumer,Germany,4122,377738.81,48515.96
2014,January,Consumer,India,1882,122684.75,16024.18
2014,February,Consumer,India,3735,73618.32,10116.03
2013,May,Corporate,India,4842,550555.71,99472.48
2013,March,Corporate,Australia,2016,260317.48,40006.07
2014,August,Corporate,India,3629,197513.47,41207.44
2014,February,Home Office,USA,4983,135903.12,10566.31
2013,December,Home Office,India,3981,94634.39,18295.27
2013,January,Home Office,India,4581,689914.79,139507.1
2014,May,Home Office,India,837,11453.27,1465.44
2013,August,Corporate,USA,3708,711229.08,72005.97
2014,November,Small Business,UK,1873,369950.03,77085.86
2014,June,Consumer,Germany,2930,519721.48,84979.34
2014,September,Corporate,Germany,2007,232304.11,15593.38
2013,February,Small Business,Germany,194,27668.92,5514.86
2014,December,Corporate,UK,174,8096.22,1782.69
2014,April,Small Business,India,3916,277775.01,58195.14
2013,May,Consumer,USA,1368,191852.35,15203.12
2014,January,Small Business,India,1625,287714.72,19095.63
2013,October,Consumer,Australia,808,45982.51,6776.26
2014,January,Small Business,Germany,1065,148403.62,29244.23
2014,June,Small Business,Germany,1155,73732.08,8614.13
2014,October,Home Office,Australia,980,155788.3,26305.46
2013,September,Home Office,Canada,3118,406424.17,38992.51
2014,September,Small Business,Canada,2078,314854.17,41726.71
2014,January,Consumer,USA,2688,234209.33,32472.65
2013,March,Corporate,India,3771,134936.4,10450.36
2014,September,Consumer,Canada,4334,708429.18,114195.56
2013,March,Consumer,UK,1995,63998.31,12870.98
2014,May,Small Business,India,958,190230.46,28863.03
2014,September,Corporate,India,2532,264748.45,42063.25
2013,March,Corporate,India,2195,151117.35,17808.21
2014,April,Consumer,Canada,2191,437663.96,87742.98
2013,July,Consumer,Germany,2121,286027.66,19085.32
2014,May,Consumer,Canada,431,24123.56,4724.41
2014,April,Home Office,Germany,4670,667501.16,62221.67
2014,May,Small Business,Canada,1117,26899.47,5254.55
2014,January,Consumer,USA,3365,235130.09,40606.29
2014,June,Home Office,USA,2137,69306.6,9042.33
2014,May,Corporate,Australia,4337,87067.6,20656.7
2013,January,Corporate,Germany,4419,92707.44,9822.73
2013,January,Corporate,Australia,848,20913.96,2222.92
2014,November,Corporate,Australia,4763,48874.36,7824.53
2014,February,Corporate,UK,749,110928.48,7957.59
2013,May,Home Office,UK,3813,145770.76,27882.57
2013,January,Home Office,Germany,3080,414717.74,45985.59
2014,July,Small Business,Germany,3174,604957.09,41623.79
2013,November,Small Business,Germany,226,40777.16,8939.63
2014,April,Consumer,India,339,41532.69,3354.22
2014,September,Home Office,UK,1655,178304.68,31541.66
2014,April,Home Office,UK,3890,715693.51,52584.92
2014,May,Corporate,Australia,178,17182.6,3702.63
2013,July,Consumer,Australia,1854,27784.34,6632.15
2013,April,Consumer,UK,2920,390218.32,56035.56
2014,October,Home Office,USA,204,7580.04,778.57
2013,April,Home Office,Canada,692,16833.86,2125.42
2013,May,Consumer,USA,4386,761658.87,46733.27
2014,April,Home Office,Germany,219,30310.63,2235.42
2013,September,Small Business,Australia,141,22221.27,1649.0
2014,February,Corporate,Canada,1115,61731.32,3791.69
2013,September,Consumer,India,1133,135060.95,33382.29
2013,September,Home Office,Australia,2779,336052.4,50717.61
2014,December,Consumer,USA,2332,90691.74,9461.35
2013,October,Corporate,UK,4201,487940.89,110400.14
2014,May,Home Office,UK,1184,72306.11,17139.45
2014,September,Corporate,Australia,2009,113663.51,19960.72
2013,January,Small Business,Australia,1136,202741.69,47296.29
2013,January,Home Office,USA,4082,627483.17,114197.93
2014,December,Small Business,Canada,3995,595025.66,75906.65
2013,August,Small Business,USA,4553,619781.14,111448.12
2013,January,Corporate,Germany,1848,283285.04,23383.16
2014,March,Corporate,UK,2000,146973.64,18585.26
2014,July,Consumer,Canada,4949,944088.44,101423.61
2013,October,Consumer,Canada,648,99769.67,8884.55
2014,September,Small Business,India,174,16840.67,1211.11
2013,April,Corporate,USA,686,47475.79,4099.92
2014,March,Home Office,UK,2604,459804.31,68386.42
2013,May,Corporate,India,1938,152207.58,23358.17
2014,September,Small Business,Australia,2138,329354.54,49651.22
2014,January,Small Business,USA,3512,534589.99,100960.27
2013,February,Corporate,USA,2972,293611.39,66848.04
2014,March,Consumer,USA,1718,231376.22,48045.79
2014,August,Consumer,Australia,1178,39938.67,7789.33
2014,September,Small Business,India,3862,133298.32,22090.21
2013,November,Small Business,India,1683,327698.02,71236.04
2014,October,Home Office,Australia,1130,129105.47,19731.97
2013,September,Corporate,UK,3059,238541.35,51537.16
2014,September,Consumer,Australia,1707,302393.38,39555.71
2014,February,Small Business,Germany,2942,400884.2,65545.99
2013,July,Home Office,UK,313,35815.74,2690.16
2013,November,Small Business,Germany,2956,542337.29,121788.49
2013,July,Small Business,Canada,1507,49975.68,4731.13
2014,January,Corporate,Canada,4871,347557.99,54364.71
2013,July,Small Business,India,3539,634093.34,64432.69
2014,July,Home Office,Australia,2802,502362.53,42243.53
2013,October,Small Business,Germany,4885,96937.28,10084.08
2014,February,Home Office,UK,2895,445447.75,86143.31
2013,December,Corporate,UK,156,21542.49,3870.89
2013,October,Home Office,UK,1320,129282.54,26828.65
2014,March,Home Office,Germany,4752,829815.82,163017.08
2014,September,Corporate,India,2260,242028.62,38175.45
2013,June,Home Office,Germany,459,57613.54,11428.6
2014,February,Corporate,India,3809,80969.1,16188.91
2014,February,Small Business,Germany,2396,383212.14,87897.96
2013,December,Home Office,Australia,3795,740018.22,56114.68
2014,March,Small Business,India,1475,181708.6,12504.42
2014,December,Small Business,USA,4845,815930.2,151619.97
2013,September,Home Office,Australia,139,13466.06,3110.29
2014,October,Corporate,Australia,4761,255114.65,58244.03
2013,December,Consumer,Australia,4325,333789.73,61462.69
2014,August,Consumer,India,671,72133.23,8405.93
2013,January,Consumer,UK,3255,647855.27,112723.19
2014,September,Corporate,USA,3532,524296.84,128207.3
2014,June,Small Business,Germany,185,23769.85,4878.42
2013,January,Corporate,Australia,2782,303390.74,75430.88
2014,April,Home Office,Germany,2342,230026.14,32974.94
2013,December,Small Business,USA,797,79955.34,6518.75
2013,April,Consumer,UK,633,90081.05,11797.86
2014,May,Small Business,Germany,4687,145469.58,36162.79
2013,May,Small Business,India,4584,791201.22,46577.2
2013,July,Home Office,UK,3848,457633.62,24501.48
2013,August,Corporate,Australia,1247,64663.93,11077.19
2014,November,Small Business,USA,3888,77452.76,6463.25
2013,July,Corporate,Canada,4673,648107.45,59680.08
2014,February,Small Business,Germany,1062,168961.16,21739.11
2014,September,Small Business,Canada,1311,250417.4,60830.98
2014,November,Home Office,India,2161,57075.51,7708.45
2013,July,Home Office,Australia,3776,344189.95,41409.58
2013,March,Small Business,India,1451,41300.93,6564.06
2014,February,Small Business,Germany,3115,69990.01,4656.29
2013,May,Home Office,India,1190,233168.79,14152.7
2014,July,Small Business,Germany,2674,446517.54,93135.22
2013,November,Consumer,India,4284,729884.69,136473.56
2013,March,Consumer,Australia,1969,136912.49,11565.19
2014,January,Home Office,Canada,4045,522802.24,129288.02
2014,December,Corporate,UK,4182,460573.59,52575.8
2013,August,Home Office,India,3157,239700.41,26657.05
2014,December,Consumer,USA,3076,68290.11,12421.88
2014,April,Consumer,Australia,2090,230885.16,25062.84
2014,August,Home Office,UK,4032,543726.55,117287.25
2013,January,Home Office,Germany,3040,396167.81,92445.93
2013,April,Home Office,Canada,4157,566192.86,84443.11
2014,June,Consumer,Australia,4333,535508.41,65143.83
2014,June,Small Business,Canada,1943,69795.01,9433.99
2014,August,Corporate,India,3131,433199.54,66861.13
2014,April,Corporate,Australia,1200,173682.37,27574.74
2013,March,Small Business,India,1012,99064.1,19170.89
2013,April,Corporate,USA,3002,481861.34,92705.59
2014,April,Consumer,Canada,2207,184971.38,43006.04
2014,March,Consumer,Canada,1954,291789.29,60467.85
2013,August,Corporate,Germany,3525,341148.73,57022.41
2014,September,Home Office,India,2885,210562.42,15693.06
2014,December,Consumer,Germany,3473,287777.06,55762.68
2013,January,Small Business,UK,3140,81219.11,8690.0
2013,September,Small Business,India,1671,225159.69,32433.72
2013,November,Corporate,UK,391,64674.77,12591.99
2013,June,Consumer,UK,1018,198815.83,34355.87
2013,June,Corporate,Germany,2902,210208.19,28290.81
2013,June,Home Office,India,2318,125036.69,12569.98
2013,February,Corporate,Australia,3410,215507.01,32388.37
2014,December,Home Office,Germany,3162,590609.17,53451.97
2013,July,Home Office,India,818,153908.14,25519.82
2013,October,Consumer,Germany,2930,524620.95,96931.83
2014,August,Corporate,USA,813,129738.54,17032.33
2014,May,Small Business,Germany,4611,482340.31,72522.29
2014,July,Small Business,UK,3597,282941.91,60452.03
2014,February,Home Office,Australia,188,12680.5,1204.28
2013,October,Small Business,Canada,4780,806668.74,41616.9
2014,April,Small Business,Canada,499,11539.45,2499.63
2014,June,Corporate,UK,755,119664.01,14433.27
2013,March,Consumer,Australia,950,56311.58,6163.07
2013,March,Consumer,Australia,3941,621366.64,148075.94
2014,July,Consumer,Canada,2449,450085.04,88293.35
2014,October,Small Business,Canada,2009,400272.04,36301.33
2013,November,Home Office,USA,4912,186196.47,22309.28
2014,August,Consumer,USA,1725,78208.88,14095.39
2013,October,Corporate,UK,144,3028.65,401.89
2014,September,Home Office,USA,851,115357.61,22006.03
2013,November,Consumer,Australia,2311,297755.94,66395.73
2013,January,Home Office,Australia,1666,230299.44,18143.49
2014,October,Corporate,Australia,1403,59890.85,14242.96
2013,October,Corporate,Australia,3103,433314.87,67563.48
2013,March,Small Business,Germany,3394,335178.66,45364.94
2013,December,Small Business,UK,4563,768330.69,84837.61
2014,June,Consumer,UK,1421,133366.55,16380.59
2014,October,Home Office,USA,3704,238558.09,29248.21
2014,October,Corporate,USA,2945,226376.95,51650.65
2014,April,Consumer,USA,4261,90737.29,18473.3
2013,May,Consumer,India,4445,422661.9,102674.31
2014,September,Consumer,UK,823,122226.4,9495.6
2014,March,Corporate,Canada,3146,276027.36,41965.75
2014,February,Corporate,UK,265,15465.88,1347.82
2013,December,Corporate,India,646,111147.0,12659.43
2013,December,Home Office,Canada,3968,707759.56,48847.64
2014,May,Home Office,Australia,2021,219224.85,53986.0
2013,September,Corporate,Australia,2773,533538.76,88048.79
2014,June,Consumer,USA,380,35180.6,3106.29
2013,September,Small Business,Canada,3960,390771.89,78181.08
2013,October,Home Office,Canada,1089,190049.6,41794.71
2014,September,Consumer,UK,3845,489295.14,25952.98
2014,May,Home Office,India,1753,186464.68,26747.67
2013,July,Home Office,Canada,4383,844276.78,196089.54
2014,April,Home Office,Canada,1896,214458.48,28603.92
2013,April,Home Office,Germany,234,9212.74,846.29
2014,September,Home Office,UK,2955,338429.44,49528.67
2013,February,Small Business,India,2692,64284.89,3430.34
2014,October,Home Office,USA,964,15289.1,3634.33
2014,February,Consumer,Canada,3179,270065.63,33288.97
2014,February,Small Business,Australia,1200,165812.24,32923.64
2014,August,Home Office,Canada,2874,319865.97,21707.07
2014,April,Corporate,Canada,4732,883676.25,152020.34
2014,June,Corporate,UK,4954,632072.84,147280.37
2013,October,Corporate,India,4631,620687.12,87964.72
2014,November,Home Office,Germany,4591,861554.83,119815.59
2014,December,Corporate,UK,2605,310429.37,24340.41
2014,January,Consumer,UK,3995,243692.55,37193.93
2013,November,Consumer,Germany,4569,782499.55,167713.03
2013,January,Corporate,UK,3181,416271.58,96920.68
2014,March,Consumer,UK,264,37353.4,8277.13
2014,July,Small Business,Australia,4510,272418.97,62054.53
2014,July,Corporate,India,3885,114079.34,6344.86
2013,October,Consumer,India,1853,355277.7,49003.9
2014,January,Small Business,USA,3871,69967.53,4706.2
2013,March,Corporate,Germany,752,122158.88,26668.47
2014,December,Home Office,Canada,273,41994.9,4859.28
2013,December,Small Business,India,4308,562372.1,37415.73
2014,November,Home Office,Australia,4348,318751.75,50897.73
2014,June,Consumer,USA,4921,535687.55,74663.6
2013,January,Small Business,Australia,2243,274001.41,31321.24
2014,September,Home Office,USA,2519,275071.54,46745.83
2014,April,Small Business,India,859,53486.96,2680.35
2014,November,Home Office,Australia,2452,263438.06,39509.48
2013,January,Small Business,Canada,782,122774.5,22584.38
2013,March,Home Office,UK,4442,404954.5,25934.68
2014,June,Corporate,Canada,3071,352396.7,22355.29
2013,August,Home Office,USA,2284,266323.28,43064.98
2014,September,Consumer,USA,3198,45216.75,5663.65
2013,September,Small Business,USA,4622,442059.95,75152.38
2014,October,Home Office,Australia,4121,451266.11,23415.15
2013,May,Consumer,Australia,921,159461.33,37387.1
2013,January,Corporate,India,3668,118515.06,29015.64
2014,November,Corporate,UK,2228,37570.49,6448.89
2014,January,Home Office,UK,1939,191314.59,39632.4
2014,September,Home Office,India,3952,655314.69,128070.08
2013,August,Small Business,USA,2902,508518.42,111472.27
2013,April,Consumer,UK,1554,75794.41,10999.53
2013,January,Small Business,Canada,3775,478646.64,67666.43
2013,November,Corporate,Germany,3613,332555.06,77683.78
2013,April,Corporate,UK,1859,205692.4,35808.88
2013,February,Corporate,Canada,4171,781595.14,50060.26
2014,July,Small Business,UK,3091,615761.93,60056.1
2014,August,Small Business,Canada,1663,31645.1,4927.66
2013,August,Consumer,Australia,3762,286220.51,24410.08
2014,September,Corporate,Australia,2369,424832.7,69387.37
2014,April,Home Office,India,2619,344025.15,46703.09
2013,May,Consumer,India,3805,65125.67,13043.07
2013,September,Corporate,Australia,4696,170970.66,40390.18
2014,June,Consumer,UK,4666,365979.54,68531.68
2014,August,Consumer,USA,3032,162908.5,19145.17
2013,July,Corporate,UK,1056,187506.26,28133.57
2014,December,Small Business,India,658,75481.12,10404.8
2013,March,Small Business,India,1967,147742.27,21328.24
2014,November,Corporate,Australia,1702,53725.57,6381.98
2014,March,Home Office,USA,4889,921467.7,57220.39
2014,April,Home Office,Germany,451,43216.21,6457.79
2014,January,Small Business,USA,3400,618523.5,84933.3
2013,November,Consumer,UK,112,8197.35,1000.71
2014,May,Consumer,UK,3341,610310.93,146644.03
2014,October,Consumer,Germany,4777,171821.75,33539.69
2013,November,Small Business,Australia,4344,734347.63,65064.83
2013,May,Consumer,USA,2711,358089.39,57235.68
2014,February,Small Business,Germany,4761,603277.57,40497.31
2014,June,Small Business,India,4810,285934.98,58620.95
2013,November,Corporate,USA,3212,550357.95,117139.89
2013,June,Small Business,Germany,1885,155041.35,30737.86
2014,February,Small Business,UK,4530,80801.23,19438.75
2013,September,Small Business,Australia,2703,472071.66,37392.88
2013,May,Consumer,USA,2532,478707.57,84160.13
2014,January,Home Office,UK,2724,442092.3,104779.63
2013,October,Consumer,India,2015,364355.68,37133.24
2014,November,Small Business,Australia,4075,341097.87,29346.46
2013,October,Corporate,USA,3769,751955.55,102520.43
2014,September,Small Business,Australia,4375,278112.15,42829.29
2013,April,Small Business,Australia,4878,297183.44,22675.18
2014,October,Small Business,Canada,2019,312359.26,40929.93
2014,January,Home Office,UK,126,10566.37,1459.57
2014,February,Consumer,Australia,3560,390343.9,90023.39
2014,July,Small Business,USA,401,62831.01,6447.28
2014,February,Corporate,Australia,2778,208853.45,34928.64
2013,September,Consumer,Australia,1738,215266.51,18016.9
2013,May,Home Office,India,2080,319748.14,69271.64
2014,June,Home Office,India,2385,205819.5,25279.45
2014,December,Corporate,Germany,3421,363041.42,81404.79
2014,May,Small Business,UK,1911,281669.02,39450.38
2013,May,Home Office,Australia,4478,466050.21,42306.81
2013,July,Corporate,Germany,4066,375405.74,50650.14
2013,June,Small Business,Germany,2070,163429.97,26126.59
2013,December,Consumer,India,3716,190615.15,42560.94
2014,September,Small Business,Australia,1154,131891.21,23087.66
2013,June,Small Business,UK,3075,231181.91,36236.32
2013,May,Consumer,Canada,4347,489110.66,115437.89
2013,April,Small Business,India,4035,267632.28,44771.47
2013,December,Small Business,UK,940,94062.6,19649.19
2014,May,Home Office,USA,1739,269363.25,16027.7
2013,September,Consumer,Canada,290,47336.12,7386.88
2013,April,Corporate,Canada,3494,636123.32,155397.66
2014,July,Small Business,India,4559,303421.26,40967.07
2013,May,Consumer,India,2766,29799.74,3181.83
2014,April,Home Office,USA,1694,278077.15,30318.42
2013,March,Consumer,Australia,1346,39756.02,8357.46
2014,September,Small Business,Germany,1921,134988.71,17234.04
2013,May,Corporate,Australia,197,3689.79,779.74
2014,June,Corporate,Australia,4299,63157.04,5747.98
2014,August,Consumer,Australia,4793,390380.52,29910.82
2013,August,Small Business,UK,3305,359472.72,72199.14
2013,August,Home Office,India,987,80472.66,18347.22
2014,December,Home Office,UK,346,8109.47,1325.7
2013,April,Small Business,UK,3057,232893.98,44764.21
2014,July,Consumer,India,1742,254414.35,28187.48
2014,July,Consumer,India,343,68291.98,4779.62
2013,April,Home Office,Canada,1678,54823.21,10207.85
2014,November,Consumer,Germany,3320,141625.68,29363.37
2014,December,Corporate,India,2397,353611.74,53718.52
2014,July,Corporate,India,3609,677253.49,110362.72
2014,November,Small Business,UK,4479,692651.98,79169.04
2013,March,Consumer,Germany,3528,667228.52,58706.69
2014,September,Consumer,Germany,1004,83370.61,9736.11
2014,January,Consumer,UK,4015,708887.93,112749.14
2014,February,Consumer,UK,1928,271494.32,65097.05
2014,March,Corporate,USA,2025,347928.61,26623.64
2013,December,Small Business,UK,4611,557266.13,57037.32
2013,December,Home Office,India,285,40453.03,8637.53
2014,December,Small Business,Germany,3324,636595.97,50660.4
2013,January,Home Office,India,4376,241869.38,25117.97
2013,May,Home Office,Australia,2463,307687.0,18942.19
2013,November,Consumer,UK,710,92321.93,22863.73
2013,April,Corporate,USA,4631,319094.85,19033.98
2013,January,Corporate,UK,969,192898.1,30267.21
2013,January,Corporate,UK,517,55929.55,11728.28
2014,December,Corporate,USA,3654,244198.13,30607.94
2014,November,Consumer,Germany,4640,455190.66,72626.9
2013,June,Small Business,Canada,4802,785956.12,136240.34
2014,October,Small Business,UK,2206,119391.02,19530.63
2014,April,Corporate,India,1127,134825.18,25867.29
2013,December,Small Business,Canada,1988,327416.07,65176.66
2014,May,Consumer,UK,1813,254383.23,51312.99
2014,October,Small Business,Germany,4122,673579.74,155786.26
2014,December,Home Office,Canada,2603,104500.56,7585.84
2013,June,Small Business,Germany,2013,49517.89,4077.67
2014,March,Corporate,Germany,4084,596863.07,34187.11
2014,May,Home Office,Germany,2132,397890.79,21791.81
2013,January,Consumer,UK,3353,262098.57,60810.64
2014,December,Home Office,India,174,12589.44,958.56
2014,September,Consumer,Australia,4049,314551.85,50478.17
2014,January,Corporate,India,279,25622.54,4833.12
2013,April,Corporate,USA,1466,175716.85,27987.01
2014,September,Small Business,USA,4286,58376.25,6983.59
2014,June,Consumer,India,2207,282664.45,22876.2
2014,July,Corporate,UK,4187,800236.84,86698.28
2013,July,Corporate,Germany,3431,209157.47,29882.66
2013,February,Consumer,USA,734,37581.35,2445.65
2014,October,Corporate,Germany,347,33278.76,4986.18
2014,April,Corporate,Germany,745,61652.25,13662.8
2014,February,Corporate,India,3770,145991.0,10592.55
2013,August,Corporate,Australia,774,74172.59,6550.59
2013,June,Home Office,Australia,2862,159885.36,23754.68
2014,March,Consumer,USA,2316,445270.66,70142.72
2014,November,Consumer,Canada,2768,185787.08,10648.96
2014,July,Small Business,Germany,128,9158.43,1048.93
2014,April,Home Office,UK,3690,55637.71,10395.18
2013,March,Small Business,Australia,1516,133943.14,23292.92
2014,March,Home Office,Australia,3666,624149.18,100289.92
2014,November,Consumer,Germany,3178,626528.37,90413.76
2014,May,Small Business,Canada,1148,107395.17,7605.91
2013,December,Consumer,Canada,4423,93434.56,20220.69
2013,July,Small Business,Australia,3791,592196.1,77852.05
2014,May,Small Business,Australia,561,44004.64,4163.0
2013,July,Small Business,USA,4699,799746.79,57137.37
2014,September,Consumer,UK,101,8115.77,864.08
2014,July,Consumer,USA,4646,737743.21,115703.21
2013,November,Corporate,UK,4010,122240.45,15165.63
2014,July,Home Office,Germany,2589,309363.1,27645.94
2014,July,Consumer,Canada,2960,59433.41,6139.41
2014,February,Small Business,Canada,1386,188689.4,37553.03
2014,November,Home Office,Germany,3685,564257.89,115898.84
2014,October,Consumer,India,4722,354858.45,24326.49
2013,February,Corporate,Australia,1272,252681.07,49171.41
2014,October,Consumer,Australia,3964,606309.07,86874.02
2013,November,Home Office,Germany,3213,343742.32,66337.4
2014,March,Home Office,USA,3332,405563.09,62128.26
2014,January,Home Office,UK,3125,343306.09,56907.39
2013,September,Corporate,Australia,3369,188019.77,45136.07
2014,September,Consumer,UK,1427,114276.15,21951.06
2014,January,Consumer,India,1247,121483.2,25626.15
2013,June,Small Business,Australia,4468,306461.63,45434.05
2013,December,Corporate,India,927,145541.73,10637.79
2013,March,Corporate,India,3880,368591.6,86602.13
2014,February,Consumer,USA,4546,739787.28,134970.11
2014,May,Small Business,USA,3857,749939.52,163296.07
2014,March,Corporate,India,4839,542826.95,53007.71
2013,February,Home Office,India,622,59546.59,8060.02
2013,March,Consumer,Canada,3533,384318.83,53429.1
2014,February,Small Business,UK,2455,216607.45,16907.58
2014,August,Corporate,Germany,474,64525.57,15601.06
2013,January,Consumer,UK,1339,220019.83,13933.0
2014,September,Corporate,UK,4735,621891.92,71953.98
2014,June,Home Office,UK,3637,587037.16,99711.28
2013,December,Small Business,USA,706,52614.29,3474.69
2014,February,Consumer,India,4800,604984.7,101687.28
2014,August,Small Business,Australia,4981,98229.57,18811.22
2014,May,Consumer,USA,4272,276325.59,19700.44
2014,December,Home Office,Australia,2476,37534.07,8342.58
2013,March,Consumer,Canada,1048,48021.97,6902.39
2014,December,Small Business,Canada,3340,430461.38,84469.84
2014,April,Consumer,Canada,1427,55049.83,4041.32
2013,February,Home Office,Germany,2140,99385.05,12868.11
2013,May,Consumer,Canada,296,30048.92,4006.13
2014,July,Consumer,Canada,610,26212.52,3946.55
2014,December,Home Office,Canada,1310,52709.27,3554.95
2013,August,Corporate,USA,3744,89399.38,11174.65
2013,October,Consumer,India,543,22094.04,5320.74
2013,April,Corporate,India,3660,227577.66,51256.15
2014,January,Corporate,Canada,4043,807813.34,140212.25
2014,September,Home Office,USA,511,20199.27,3197.14
2014,November,Small Business,USA,4106,760809.93,41089.79
2014,June,Corporate,Canada,1423,86904.03,6762.31
2014,January,Corporate,Germany,1336,68388.72,3832.24
2014,May,Small Business,Australia,1818,68668.61,13720.5
2013,January,Consumer,Canada,1667,135580.56,29679.98
2014,September,Corporate,UK,1015,17865.99,2561.34
2013,May,Corporate,Canada,2010,86124.12,19432.83
2013,October,Consumer,Australia,4521,192275.49,33805.12
2013,October,Home Office,India,3793,718812.24,65589.75
2013,September,Corporate,UK,4695,377557.19,51101.79
2014,November,Small Business,Germany,2112,376195.37,87455.17
